# Harmony State File
# States: 1398

B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 B4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 A5-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 A5-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 C2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 B4-E4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 E4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 E4-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 C2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 B4-E4 C2-F2 C1-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 B4-E4 C2-F2 A4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 C6-F6 E2-E3 B6-F6 C1-D1 B2-C2 B1-B4 C5-F5 C3-C4 A5-E5 B4-E4 C2-F2 B4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C1-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C1-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C1-C3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C1-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C5-F5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 A6-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 B6-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 C5-F5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 A6-B6 C1-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 A6-B6 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 A6-B6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 A6-B6 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 B2-C2 C1-D1 C2-F2 C2-C3 B1-B4 A5-E5 C6-F6 A6-B6 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 A5-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 A5-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A5-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 C4-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 A5-E5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 A5-E5 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 A5-E5 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 A5-E5 C4-D4 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 E2-E3 F2-F4 C5-F5 A6-B6 C1-D1 C1-C3 A5-E5 C4-D4 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C4-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C5-F5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 A6-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 B6-C6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B2-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B4-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 E3-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 F2-F4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C1-D1
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B2-C2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B2-F2
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C4-D4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 C5-F5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 A6-B6
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 B1-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 B2-B4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C3-C4
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C3-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 C4-C5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 E2-E3
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 E2-E5
B5-D5 D6-E6 A1-A4 B1-B3 A1-A2 B1-F1 A3-A6 D2-D3 E4-F4 A5-E5 C6-F6 B6-F6 E3-E5
